Ewe,capacity_norm
0.026700027,1.0
0.032902412,0.999840172419046
0.034277868,0.9996803442456332
0.035137527,0.9995205161251484
0.035920773,0.9993606881600089
0.036627602,0.9992008608731152
0.037353538,0.9990410333694132
0.037812021,0.9988812066105232
0.038442437,0.9987213794724585
0.039072853,0.9985615520905088
0.039626855,0.998401724037544
0.040180858,0.9982418961116416
0.040639345,0.9980820683562164
0.041250657,0.9979222401893124
0.041766454,0.9977624118264272
0.042148523,0.9976025837926523
0.042664319,0.997442756101681
0.043218322,0.997282927845457
0.043734118,0.9971230998700382
0.044173498,0.9969632717048054
0.044708397,0.99680344343906
0.04514778,0.9966436149071438
0.04558716,0.9964837868720006
0.046102956,0.9963239585008392
0.046504129,0.9961641302996898
0.047058132,0.9960043023224165
0.047421101,0.9958444742527836
0.047879584,0.995684646665281
0.04851,0.9955248187368999
0.04877745,0.9953649919089043
0.049331453,0.9952051647736804
0.049598902,0.9950453373049939
0.050057389,0.994885509678743
0.050477665,0.9947256820945937
0.050955255,0.9945658544382648
0.051356427,0.9944060264123307
0.051757604,0.9942461982648765
0.05212057,0.9940863699527125
0.052617263,0.9939265418880168
0.053113952,0.9937667142059589
0.053496026,0.9936068864332714
0.053878095,0.9934470589876436
0.054164648,0.9932872316044843
0.054814167,0.9931274041011295
0.055119824,0.9929675764480708
0.055482794,0.992807748142422
0.055807553,0.9926479203101042
0.056227829,0.992488092045894
0.056571692,0.9923282643932325
0.057106592,0.992168435776764
0.057374042,0.9920086074327797
0.057832528,0.9918487791634079
0.058214597,0.9916889505702151
0.058596667,0.991529121776055
0.058921427,0.9913692935306307
0.059379913,0.9912094651618922
0.059628259,0.9910496366887057
0.060029432,0.990889808981217
0.060430609,0.9907299809978973
0.060774472,0.9905701534977163
0.061041921,0.9904103259939486
0.061519511,0.9902504981942629
0.061806064,0.9900906705547363
0.062245443,0.98993084334134
0.062417377,0.9897710161980595
0.062952273,0.9896111892392291
0.063162416,0.9894513612344513
0.063544489,0.989291533154487
0.063773729,0.9891317050756828
0.064251319,0.9889718768511736
0.064423248,0.9888120488435752
0.064824425,0.9886522208248308
0.065130077,0.9884923933323606
0.065435737,0.9883325653559221
0.065856017,0.9881727375716265
0.066142567,0.9880129100456053
0.066448227,0.9878530824869365
0.066696569,0.9876932546598326
0.066964015,0.9875334266477792
0.067403398,0.9873735985416517
0.067728162,0.9872137699894858
0.067880988,0.9870539412458343
0.068224855,0.9868941125528631
0.068473198,0.9867342844620213
0.068740651,0.9865744562709459
0.069180027,0.9864146283701205
0.06944748,0.9862548012613839
0.06967672,0.9860949740329514
0.069944173,0.9859351470086161
0.070230722,0.9857753189067325
0.070459969,0.9856154906497906
0.070765622,0.9854556629163177
0.071109489,0.9852958349703571
0.071185902,0.985136006709207
0.071606182,0.9849761782364692
0.071778111,0.9848163501550448
0.07212197,0.9846565221187317
0.072370321,0.9844966945013836
0.072523147,0.9843368668670089
0.072809704,0.984177039201751
0.073000737,0.9840172108666131
0.073306389,0.9838573825075267
0.073631153,0.9836975544553718
0.074013226,0.9835377266574439
0.074032329,0.9833778988004384
0.074318878,0.9832180706160031
0.074586332,0.9830582434609227
0.074872881,0.9828984158093015
0.075044818,0.9827385880549605
0.075388677,0.9825787603174544
0.075465091,0.982418933017121
0.075713441,0.9822591058153715
0.075770751,0.9820992783016163
0.07617192,0.9819394508473449
0.076382063,0.9817796232349245
0.076458476,0.9816197956194022
0.076764137,0.9814599677130303
0.076974273,0.9813001398198145
0.077241719,0.981140312292723
0.077432759,0.9809804848033672
0.077585585,0.9808206583432515
0.077833928,0.9806608316982222
0.077986762,0.9805010053838561
0.078349724,0.9803411785843937
0.078521661,0.9801813518411706
0.078617178,0.9800215249607008
0.078922831,0.9798616982393764
0.078999244,0.9797018713661605
0.079190284,0.9795420448118561
0.079381317,0.9793822179876372
0.07957235,0.9792223913695024
0.079744287,0.9790625651755951
0.080011733,0.9789027389857611
0.080183662,0.9787429126588508
0.08024098,0.9785830861139597
0.080412909,0.9784232596385907
0.080546632,0.9782634331004803
0.080833189,0.978103606551491
0.081005119,0.9779437799920823
0.081253462,0.9777839537860602
0.081387192,0.9776241280887928
0.081559122,0.9774643020551331
0.081654638,0.9773044758783739
0.081845671,0.9771446499865928
0.081922084,0.9769848236186888
0.082151331,0.9768249971637302
0.082246847,0.9766651712925968
0.082476087,0.9765053458955903
0.082705334,0.9763455207413866
0.08291547,0.9761856957206724
0.082896367,0.9760258706698657
0.08303009,0.97586604609584
0.083240233,0.975706221344611
0.083354853,0.9755463963868826
0.083584093,0.9753865712833939
0.08375603,0.9752267463439936
0.083794236,0.9750669214171186
0.083947062,0.9749070965603858
0.084080786,0.9747472717933037
0.084138095,0.9745874466694656
0.084348239,0.9744276215377473
0.084596582,0.9742677964224598
0.084558375,0.9741079718148887
0.084768511,0.9739481466964542
0.084864035,0.97378832209222
0.085074171,0.9736284976036484
0.085055068,0.9734686732582021
0.085265204,0.9733088482810432
0.085246101,0.9731490237730566
0.085379824,0.9729891991050351
0.085647278,0.9728293740879678
0.085666381,0.9726695493181827
0.085876517,0.9725097244227132
0.085876517,0.9723498994478733
0.086163074,0.9721900748612269
0.086335003,0.9720302504423035
0.0863159,0.9718704257729505
0.086526036,0.9717106010460743
0.086602457,0.9715507761980428
0.08662156,0.9713909515209339
0.08667887,0.9712311268973814
0.086946316,0.9710713024915639
0.086927213,0.9709114779815782
0.087118253,0.9707516536770538
0.087175563,0.9705918293525296
0.087443009,0.9704320049907595
0.087328389,0.9702721807319445
0.087614939,0.9701123567809885
0.087614939,0.9699525328054511
0.087710463,0.9697927091222638
0.087576732,0.9696328857185713
0.087844186,0.9694730623668215
0.087939702,0.9693132385454771
0.088092528,0.9691534144533452
0.088149838,0.9689935902934996
0.088149838,0.9688337660988697
0.088340878,0.9686739420899235
0.088474602,0.9685141181098961
0.088474602,0.9683542943586743
0.088512808,0.9681944707458562
0.088684738,0.9680346467566047
0.088665634,0.9678748227440861
0.088933088,0.9677149985610808
0.088875778,0.9675551744727576
0.089047708,0.967395350323697
0.089219637,0.967235526389731
0.089143224,0.9670757023272204
0.089257844,0.9669158785904794
0.089238741,0.9667560542866627
0.089372464,0.9665962304781448
0.089467987,0.9664364065654155
0.089697227,0.9662765832630482
0.089563504,0.9661167599178927
0.089697227,0.9659569365875942
0.08983095,0.9657971125740069
0.089811847,0.9656372889657046
0.089811847,0.9654774655252841
0.090117507,0.9653176418760845
0.090098403,0.9651578189547112
0.090117507,0.9649979959972461
0.09019392,0.9648381731695597
0.090327643,0.9646783499915386
0.09025123,0.964518527143289
0.090404056,0.9643587034072205
0.090423159,0.9641988801957765
0.090575993,0.9640390570499371
0.090633303,0.9638792340503849
0.090690613,0.963719411120987
0.090690613,0.9635595879009335
0.090900749,0.9633997649910678
0.090843439,0.9632399420531027
0.090938956,0.9630801192417561
0.090938956,0.9629202959449542
0.090919852,0.9627604724445656
0.091072679,0.9626006490495393
0.091053575,0.9624408254811839
0.091072679,0.9622810021926157
0.091282822,0.9621211786041006
0.091397442,0.9619613555255627
0.091435649,0.9618015318948123
0.091435649,0.9616417086877757
0.091550268,0.9614818852692704
0.091550268,0.9613220618524546
0.091645785,0.9611622388754326
0.091569372,0.9610024160528715
0.091760412,0.9608425928214318
0.091722205,0.9606827698925359
