Ewe/V,Capacity/mA.h
2.60E-01,0.149615173
2.60E-01,0.149755274
2.60E-01,0.149895375
2.60E-01,0.150035475
2.60E-01,0.150175578
2.60E-01,0.150315681
2.60E-01,0.150455778
2.59E-01,0.150595875
2.59E-01,0.150735975
2.59E-01,0.150876074
2.59E-01,0.151016173
2.59E-01,0.15115627
2.59E-01,0.151296366
2.59E-01,0.151436466
2.59E-01,0.151576567
2.59E-01,0.151716664
2.59E-01,0.151856765
2.58E-01,0.15199687
2.58E-01,0.152136975
2.58E-01,0.152277077
2.58E-01,0.15241718
2.58E-01,0.15255728
2.58E-01,0.152697381
2.58E-01,0.152837482
2.58E-01,0.152977586
2.58E-01,0.153117691
2.58E-01,0.153257795
2.58E-01,0.1533979
2.57E-01,0.153538003
2.57E-01,0.153678105
2.57E-01,0.153818204
2.57E-01,0.153958305
2.57E-01,0.154098407
2.57E-01,0.154238507
2.57E-01,0.154378603
2.57E-01,0.154518702
2.57E-01,0.154658805
2.57E-01,0.154798905
2.56E-01,0.154939009
2.56E-01,0.155079118
2.56E-01,0.155219225
2.56E-01,0.155359332
2.56E-01,0.155499438
2.56E-01,0.155639547
2.56E-01,0.155779653
2.56E-01,0.155919761
2.56E-01,0.156059869
2.56E-01,0.156199975
2.55E-01,0.156340082
2.55E-01,0.156480189
2.55E-01,0.156620295
2.55E-01,0.156760401
2.55E-01,0.156900504
2.55E-01,0.157040609
2.55E-01,0.157180714
2.55E-01,0.157320816
2.55E-01,0.157460921
2.55E-01,0.157601026
2.55E-01,0.157741129
2.54E-01,0.157881232
2.54E-01,0.158021334
2.54E-01,0.158161437
2.54E-01,0.15830154
2.54E-01,0.158441644
2.54E-01,0.15858175
2.54E-01,0.158721851
2.54E-01,0.158861954
2.54E-01,0.159002056
2.54E-01,0.159142157
2.54E-01,0.159282257
2.53E-01,0.159422359
2.53E-01,0.159562461
2.53E-01,0.159702562
2.53E-01,0.159842663
2.53E-01,0.159982763
2.53E-01,0.160122869
2.53E-01,0.160262976
2.53E-01,0.160403079
2.53E-01,0.160543179
2.53E-01,0.160683276
2.53E-01,0.160823378
2.52E-01,0.160963481
2.52E-01,0.161103579
2.52E-01,0.16124368
2.52E-01,0.161383779
2.52E-01,0.16152388
2.52E-01,0.16166398
2.52E-01,0.161804075
2.52E-01,0.161944171
2.52E-01,0.162084268
2.52E-01,0.162224361
2.52E-01,0.162364457
2.51E-01,0.162504559
2.51E-01,0.16264466
2.51E-01,0.162784762
2.51E-01,0.162924867
2.51E-01,0.163064966
2.51E-01,0.163205069
2.51E-01,0.163345175
2.51E-01,0.163485279
2.51E-01,0.163625383
2.51E-01,0.163765489
2.50E-01,0.163905593
2.50E-01,0.164045698
2.50E-01,0.164185804
2.50E-01,0.164325903
2.50E-01,0.164466
2.50E-01,0.164606098
2.50E-01,0.164746196
2.50E-01,0.164886297
2.50E-01,0.165026398
2.50E-01,0.165166499
2.49E-01,0.165306597
2.49E-01,0.165446697
2.49E-01,0.165586794
2.49E-01,0.165726893
2.49E-01,0.165866991
2.49E-01,0.166007091
2.49E-01,0.16614719
2.49E-01,0.16628729
2.49E-01,0.16642739
2.49E-01,0.166567488
2.49E-01,0.166707587
2.48E-01,0.166847684
2.48E-01,0.166987782
2.48E-01,0.167127882
2.48E-01,0.167267981
2.48E-01,0.167408081
2.48E-01,0.167548183
2.48E-01,0.167688285
2.48E-01,0.167828384
2.48E-01,0.167968483
2.48E-01,0.168108583
2.48E-01,0.168248683
2.47E-01,0.168388784
2.47E-01,0.168528884
2.47E-01,0.168668984
2.47E-01,0.168809082
2.47E-01,0.168949181
2.47E-01,0.169089278
2.47E-01,0.169229377
2.47E-01,0.169369474
2.47E-01,0.169509566
2.47E-01,0.169649657
2.47E-01,0.169789752
2.47E-01,0.169929848
2.46E-01,0.170069945
2.46E-01,0.170210043
2.46E-01,0.170350141
2.46E-01,0.170490242
2.46E-01,0.170630336
2.46E-01,0.17077043
2.46E-01,0.170910522
2.46E-01,0.171050615
2.46E-01,0.171190711
2.45E-01,0.171330807
2.45E-01,0.171470904
2.45E-01,0.171611005
2.45E-01,0.171751108
2.45E-01,0.171891212
2.45E-01,0.172031314
2.45E-01,0.172171414
2.45E-01,0.172311513
2.45E-01,0.172451615
2.45E-01,0.172591716
2.45E-01,0.172731816
2.44E-01,0.172871913
2.44E-01,0.173012014
2.44E-01,0.173152109
2.44E-01,0.173292206
2.44E-01,0.173432306
2.44E-01,0.173572407
2.44E-01,0.173712507
2.44E-01,0.173852607
2.44E-01,0.173992708
2.44E-01,0.174132808
2.44E-01,0.174272909
2.43E-01,0.174413013
2.43E-01,0.174553116
2.43E-01,0.174693217
2.43E-01,0.174833317
2.43E-01,0.174973413
2.43E-01,0.175113508
2.43E-01,0.175253604
2.43E-01,0.175393698
2.43E-01,0.175533793
2.43E-01,0.175673885
2.43E-01,0.175813974
2.42E-01,0.17595406
2.42E-01,0.176094153
2.42E-01,0.176234247
2.42E-01,0.176374343
2.42E-01,0.176514438
2.42E-01,0.176654533
2.42E-01,0.176794626
2.42E-01,0.176934722
2.42E-01,0.177074821
2.42E-01,0.17721492
2.41E-01,0.177355017
2.41E-01,0.177495113
2.41E-01,0.177635212
2.41E-01,0.177775313
2.41E-01,0.177915413
2.41E-01,0.17805551
2.41E-01,0.178195607
2.41E-01,0.178335705
2.41E-01,0.1784758
2.41E-01,0.178615894
2.41E-01,0.178755989
2.40E-01,0.178896082
2.40E-01,0.179036178
2.40E-01,0.179176275
2.40E-01,0.17931637
2.40E-01,0.179456464
2.40E-01,0.17959656
2.40E-01,0.179736657
2.40E-01,0.179876752
2.40E-01,0.180016848
2.40E-01,0.180156947
2.40E-01,0.180297046
2.39E-01,0.180437144
2.39E-01,0.180577239
2.39E-01,0.180717334
2.39E-01,0.18085743
2.39E-01,0.180997525
2.39E-01,0.181137623
2.39E-01,0.18127772
2.39E-01,0.181417814
2.39E-01,0.181557909
2.39E-01,0.181698008
2.38E-01,0.181838106
2.38E-01,0.181978201
2.38E-01,0.182118296
2.38E-01,0.182258389
2.38E-01,0.182398481
2.38E-01,0.182538572
2.38E-01,0.182678663
2.38E-01,0.182818758
2.38E-01,0.182958853
2.38E-01,0.18309895
2.38E-01,0.183239047
2.37E-01,0.183379142
2.37E-01,0.183519238
2.37E-01,0.183659335
2.37E-01,0.183799429
2.37E-01,0.183939527
2.37E-01,0.184079624
2.37E-01,0.184219724
2.37E-01,0.184359821
2.37E-01,0.184499915
2.37E-01,0.18464001
2.37E-01,0.184780105
2.36E-01,0.184920198
2.36E-01,0.185060292
2.36E-01,0.185200385
2.36E-01,0.185340477
2.36E-01,0.185480569
2.36E-01,0.185620659
2.36E-01,0.185760751
2.36E-01,0.185900846
2.36E-01,0.186040946
2.36E-01,0.186181044
2.35E-01,0.186321139
2.35E-01,0.186461233
2.35E-01,0.186601328
2.35E-01,0.186741423
2.35E-01,0.186881518
2.35E-01,0.187021611
2.35E-01,0.187161707
2.35E-01,0.187301803
2.35E-01,0.1874419
2.35E-01,0.187581995
2.35E-01,0.18772209
2.34E-01,0.187862181
2.34E-01,0.188002272
2.34E-01,0.188142364
2.34E-01,0.188282455
2.34E-01,0.188422545
2.34E-01,0.188562639
2.34E-01,0.188702732
2.34E-01,0.188842828
2.34E-01,0.188982926
2.33E-01,0.189123025
2.33E-01,0.189263126
2.33E-01,0.189403224
2.33E-01,0.189543329
2.33E-01,0.189683429
2.33E-01,0.18982353
2.33E-01,0.189963629
2.33E-01,0.19010373
2.33E-01,0.190243828
2.33E-01,0.190383924
2.33E-01,0.190524022
2.32E-01,0.19066412
2.32E-01,0.190804221
2.32E-01,0.190944322
2.32E-01,0.191084422
2.32E-01,0.191224521
2.32E-01,0.191364621
2.32E-01,0.191504718
2.32E-01,0.191644819
2.32E-01,0.191784922
2.32E-01,0.191925022
2.32E-01,0.192065122
2.31E-01,0.192205224
2.31E-01,0.192345327
2.31E-01,0.192485429
2.31E-01,0.19262553
2.31E-01,0.192765631
2.31E-01,0.192905729
2.31E-01,0.193045813
2.31E-01,0.193185891
2.31E-01,0.193325961
2.31E-01,0.193466028
2.30E-01,0.193606088
2.30E-01,0.193746147
2.30E-01,0.193886204
2.30E-01,0.194026262
2.30E-01,0.194166322
2.30E-01,0.194306378
2.30E-01,0.194446429
2.30E-01,0.194586484
2.30E-01,0.194726539
2.30E-01,0.194866594
2.29E-01,0.195006646
2.29E-01,0.1951467
2.29E-01,0.195286753
2.29E-01,0.195426802
2.29E-01,0.195566854
2.29E-01,0.195706899
2.29E-01,0.195846945
2.29E-01,0.195986993
2.29E-01,0.196127042
2.29E-01,0.196267092
2.28E-01,0.196407142
2.28E-01,0.196547188
2.28E-01,0.196687238
2.28E-01,0.19682729
2.28E-01,0.196967342
2.28E-01,0.197107399
2.28E-01,0.197247458
2.28E-01,0.197387516
2.28E-01,0.197527569
2.27E-01,0.197667626
2.27E-01,0.197807688
2.27E-01,0.197947749
2.27E-01,0.198087805
2.27E-01,0.198227862
2.27E-01,0.198367914
2.27E-01,0.19850797
2.27E-01,0.198648025
2.27E-01,0.198788083
2.27E-01,0.19892814
2.26E-01,0.199068198
2.26E-01,0.199208257
2.26E-01,0.199348317
2.26E-01,0.199488376
2.26E-01,0.199628433
2.26E-01,0.199768489
2.26E-01,0.199908545
2.26E-01,0.2000486
2.26E-01,0.200188652
2.25E-01,0.200328707
2.25E-01,0.200468762
2.25E-01,0.200608815
2.25E-01,0.200748863
2.25E-01,0.200888913
2.25E-01,0.201028965
2.25E-01,0.201169019
2.25E-01,0.201309076
2.25E-01,0.201449134
2.24E-01,0.201589193
2.24E-01,0.201729254
2.24E-01,0.201869312
2.24E-01,0.202009372
2.24E-01,0.202149431
2.24E-01,0.202289488
2.24E-01,0.202429545
2.24E-01,0.202569603
2.24E-01,0.202709664
2.23E-01,0.202849723
2.23E-01,0.202989784
2.23E-01,0.203129842
2.23E-01,0.2032699
2.23E-01,0.203409958
2.23E-01,0.203550017
2.23E-01,0.203690079
2.23E-01,0.20383014
2.23E-01,0.203970198
2.22E-01,0.204110258
2.22E-01,0.204250316
2.22E-01,0.204390373
2.22E-01,0.204530425
2.22E-01,0.204670482
2.22E-01,0.204810541
2.22E-01,0.204950602
2.22E-01,0.205090661
2.22E-01,0.205230719
2.21E-01,0.205370781
2.21E-01,0.205510847
2.21E-01,0.20565091
2.21E-01,0.205790971
2.21E-01,0.205931028
2.21E-01,0.206071087
2.21E-01,0.206211142
2.21E-01,0.2063512
2.21E-01,0.20649126
2.20E-01,0.206631323
2.20E-01,0.206771384
2.20E-01,0.206911446
2.20E-01,0.207051508
2.20E-01,0.20719157
2.20E-01,0.207331631
2.20E-01,0.207471694
2.20E-01,0.207611752
2.19E-01,0.207751813
2.19E-01,0.207891874
2.19E-01,0.208031933
2.19E-01,0.208171994
2.19E-01,0.208312055
2.19E-01,0.208452115
2.19E-01,0.208592174
2.19E-01,0.208732239
2.19E-01,0.208872303
2.19E-01,0.209012371
2.18E-01,0.209152437
2.18E-01,0.209292505
2.18E-01,0.209432571
2.18E-01,0.209572643
2.18E-01,0.209712712
2.18E-01,0.209852782
2.18E-01,0.209992851
2.18E-01,0.21013292
2.18E-01,0.21027299
2.17E-01,0.210413063
2.17E-01,0.21055314
2.17E-01,0.210693209
2.17E-01,0.210833277
2.17E-01,0.210973347
2.17E-01,0.211113417
2.17E-01,0.211253491
2.17E-01,0.211393559
2.17E-01,0.211533628
2.16E-01,0.211673697
2.16E-01,0.211813765
2.16E-01,0.211953831
2.16E-01,0.212093899
2.16E-01,0.212233967
2.16E-01,0.212374034
2.16E-01,0.212514102
2.16E-01,0.212654173
2.16E-01,0.212794247
2.16E-01,0.212934314
2.15E-01,0.213074381
2.15E-01,0.213214444
2.15E-01,0.213354513
2.15E-01,0.213494581
2.15E-01,0.213634648
2.15E-01,0.213774714
2.15E-01,0.213914775
2.15E-01,0.214054837
2.15E-01,0.214194902
2.14E-01,0.21433497
2.14E-01,0.214475035
2.14E-01,0.214615101
2.14E-01,0.214755172
2.14E-01,0.214895249
2.14E-01,0.215035322
2.14E-01,0.215175397
2.14E-01,0.215315472
2.14E-01,0.215455554
2.14E-01,0.215595634
2.14E-01,0.21573571
2.13E-01,0.215875783
2.13E-01,0.216015853
2.13E-01,0.216155924
2.13E-01,0.216295997
2.13E-01,0.216436066
2.13E-01,0.216576134
2.13E-01,0.216716206
2.13E-01,0.21685628
2.13E-01,0.216996353
2.13E-01,0.217136429
2.13E-01,0.217276505
2.12E-01,0.217416581
2.12E-01,0.217556654
2.12E-01,0.217696726
2.12E-01,0.217836793
2.12E-01,0.217976859
2.12E-01,0.218116929
2.12E-01,0.218256992
2.12E-01,0.21839706
2.12E-01,0.218537132
2.12E-01,0.218677204
2.12E-01,0.218817273
2.12E-01,0.218957343
2.11E-01,0.219097413
2.11E-01,0.219237484
2.11E-01,0.219377559
2.11E-01,0.21951763
2.11E-01,0.219657702
2.11E-01,0.219797774
2.11E-01,0.219937846
2.11E-01,0.220077918
2.11E-01,0.220217994
2.11E-01,0.220358068
2.11E-01,0.220498147
2.11E-01,0.220638225
2.11E-01,0.220778299
2.10E-01,0.220918377
2.10E-01,0.221058451
2.10E-01,0.221198528
2.10E-01,0.221338608
2.10E-01,0.221478686
2.10E-01,0.221618766
2.10E-01,0.221758841
2.10E-01,0.221898909
2.10E-01,0.222038976
2.10E-01,0.222179038
2.10E-01,0.222319101
2.10E-01,0.222459164
2.10E-01,0.222599227
2.10E-01,0.222739291
2.10E-01,0.222879363
2.10E-01,0.223019433
2.09E-01,0.223159504
2.10E-01,0.223299577
2.09E-01,0.223439652
2.09E-01,0.223579723
2.09E-01,0.22371979
2.09E-01,0.223859857
2.09E-01,0.22399992
2.09E-01,0.224139987
2.09E-01,0.224280054
2.09E-01,0.224420123
2.09E-01,0.224560189
2.09E-01,0.224700259
2.09E-01,0.224840329
2.09E-01,0.224980399
2.09E-01,0.225120468
2.09E-01,0.225260534
2.09E-01,0.225400602
2.09E-01,0.225540671
2.09E-01,0.225680739
2.09E-01,0.225820804
2.09E-01,0.225960869
2.08E-01,0.22610094
2.08E-01,0.226241014
2.08E-01,0.226381083
2.08E-01,0.226521151
2.08E-01,0.226661218
2.08E-01,0.226801287
2.08E-01,0.226941356
2.08E-01,0.227081424
2.08E-01,0.227221488
2.08E-01,0.227361553
2.08E-01,0.227501621
2.08E-01,0.227641689
2.08E-01,0.22778176
2.08E-01,0.227921829
2.08E-01,0.228061899
2.08E-01,0.228201966
2.08E-01,0.228342032
2.08E-01,0.228482099
2.08E-01,0.22862217
2.08E-01,0.228762242
2.08E-01,0.228902314
2.08E-01,0.229042388
2.08E-01,0.229182462
2.08E-01,0.229322539
2.08E-01,0.229462615
2.08E-01,0.229602691
2.08E-01,0.229742771
2.08E-01,0.229882853
2.07E-01,0.230022932
2.07E-01,0.230163006
2.07E-01,0.230303081
2.08E-01,0.230443157
2.07E-01,0.230583232
2.07E-01,0.230723305
2.07E-01,0.230863377
2.07E-01,0.231003454
2.07E-01,0.231143528
2.07E-01,0.2312836
2.07E-01,0.231423674
2.07E-01,0.23156375
2.07E-01,0.231703825
2.07E-01,0.231843898
2.07E-01,0.231983965
2.07E-01,0.232124034
2.07E-01,0.232264106
2.07E-01,0.232404179
2.07E-01,0.23254425
2.07E-01,0.23268432
2.07E-01,0.232824392
2.07E-01,0.232964466
2.07E-01,0.233104541
2.07E-01,0.233244614
2.07E-01,0.233384687
2.07E-01,0.233524762
2.07E-01,0.233664835
2.07E-01,0.233804909
2.07E-01,0.233944987
2.07E-01,0.234085063
2.07E-01,0.234225139
2.07E-01,0.234365217
2.07E-01,0.234505296
2.07E-01,0.234645374
2.07E-01,0.234785446
2.07E-01,0.234925517
2.07E-01,0.23506559
2.07E-01,0.235205662
2.06E-01,0.235345732
2.07E-01,0.235485803
2.06E-01,0.23562587
2.06E-01,0.235765937
2.06E-01,0.235906005
2.06E-01,0.236046077
2.06E-01,0.236186146
2.06E-01,0.236326214
2.06E-01,0.23646628
2.06E-01,0.236606349
2.06E-01,0.236746421
2.06E-01,0.236886496
2.06E-01,0.237026565
2.06E-01,0.237166637
2.06E-01,0.237306711
2.06E-01,0.237446787
2.06E-01,0.23758686
2.06E-01,0.237726932
2.06E-01,0.237867004
2.06E-01,0.238007074
2.06E-01,0.238147147
2.06E-01,0.238287215
2.06E-01,0.238427288
2.06E-01,0.238567361
2.06E-01,0.238707434
2.06E-01,0.238847505
2.06E-01,0.238987576
2.06E-01,0.239127649
2.06E-01,0.239267724
2.06E-01,0.239407795
2.06E-01,0.239547865
2.06E-01,0.239687934
2.06E-01,0.239828003
2.06E-01,0.239968076
2.06E-01,0.24010815
2.06E-01,0.24024822
2.06E-01,0.240388288
2.06E-01,0.240528356
2.06E-01,0.240668423
2.06E-01,0.240808482
2.05E-01,0.240948546
2.06E-01,0.241088613
2.05E-01,0.241228683
2.06E-01,0.241368752
2.05E-01,0.241508822
2.05E-01,0.241648896
2.05E-01,0.24178897
2.05E-01,0.241929044
2.05E-01,0.242069111
2.05E-01,0.242209176
2.05E-01,0.24234924
2.05E-01,0.242489307
2.05E-01,0.242629377
2.05E-01,0.242769448
2.05E-01,0.242909518
2.05E-01,0.243049591
2.05E-01,0.243189662
2.05E-01,0.243329733
2.05E-01,0.243469804
2.05E-01,0.243609874
2.05E-01,0.243749945
2.05E-01,0.243890021
2.05E-01,0.244030096
2.05E-01,0.244170173
2.05E-01,0.244310251
2.05E-01,0.244450326
2.05E-01,0.244590401
2.05E-01,0.244730478
2.05E-01,0.244870549
2.05E-01,0.24501062
2.05E-01,0.245150692
2.05E-01,0.245290761
2.05E-01,0.245430832
2.05E-01,0.245570902
2.05E-01,0.245710968
2.05E-01,0.245851037
2.05E-01,0.245991108
2.04E-01,0.246131176
2.04E-01,0.246271243
2.04E-01,0.24641131
2.04E-01,0.24655138
2.04E-01,0.246691452
2.04E-01,0.246831521
2.04E-01,0.246971593
2.04E-01,0.247111663
2.04E-01,0.247251734
2.04E-01,0.24739181
2.04E-01,0.247531885
2.04E-01,0.247671959
2.04E-01,0.247812033
2.04E-01,0.247952108
2.04E-01,0.248092184
2.04E-01,0.248232262
2.04E-01,0.24837234
2.04E-01,0.248512418
2.04E-01,0.248652494
2.04E-01,0.248792569
2.04E-01,0.248932645
2.04E-01,0.249072723
2.04E-01,0.249212802
2.04E-01,0.249352881
2.04E-01,0.249492961
2.04E-01,0.249633039
2.03E-01,0.249773119
2.03E-01,0.249913195
2.03E-01,0.250053271
2.03E-01,0.250193348
2.03E-01,0.250333422
2.03E-01,0.250473497
2.03E-01,0.250613574
2.03E-01,0.25075365
2.03E-01,0.250893727
2.03E-01,0.251033803
2.03E-01,0.251173877
2.03E-01,0.251313952
2.03E-01,0.251454028
2.03E-01,0.251594106
2.03E-01,0.251734181
2.03E-01,0.251874251
2.03E-01,0.252014317
2.03E-01,0.252154386
2.03E-01,0.252294452
2.03E-01,0.25243452
2.03E-01,0.252574593
2.03E-01,0.252714668
2.03E-01,0.252854743
2.03E-01,0.252994817
2.02E-01,0.253134891
2.02E-01,0.253274961
2.02E-01,0.253415032
2.02E-01,0.253555103
2.02E-01,0.253695181
2.02E-01,0.253835261
2.02E-01,0.253975341
2.02E-01,0.254115422
2.02E-01,0.254255501
2.02E-01,0.254395579
2.02E-01,0.25453566
2.02E-01,0.254675739
2.02E-01,0.254815822
2.02E-01,0.254955906
2.02E-01,0.255095989
2.02E-01,0.25523607
2.02E-01,0.255376152
2.02E-01,0.255516231
2.02E-01,0.255656307
2.01E-01,0.255796383
2.01E-01,0.255936455
2.01E-01,0.256076527
2.01E-01,0.256216601
2.01E-01,0.256356675
2.01E-01,0.256496749
2.01E-01,0.256636827
2.01E-01,0.256776907
2.01E-01,0.256916984
2.01E-01,0.257057063
2.01E-01,0.257197138
2.01E-01,0.257337211
2.01E-01,0.257477286
2.01E-01,0.257617358
2.01E-01,0.257757432
2.01E-01,0.257897507
2.01E-01,0.258037577
2.01E-01,0.25817765
2.01E-01,0.258317724
2.00E-01,0.258457798
2.00E-01,0.258597877
2.00E-01,0.258737955
2.00E-01,0.258878033
2.00E-01,0.259018114
2.00E-01,0.259158197
2.00E-01,0.259298275
2.00E-01,0.259438354
2.00E-01,0.259578428
2.00E-01,0.259718504
2.00E-01,0.259858576
2.00E-01,0.259998649
1.99E-01,0.260138725
1.99E-01,0.260278801
1.99E-01,0.260418877
1.99E-01,0.260558952
1.99E-01,0.260699032
1.99E-01,0.260839103
1.99E-01,0.260979173
1.99E-01,0.261119244
1.99E-01,0.261259313
1.99E-01,0.261399389
1.99E-01,0.261539466
1.99E-01,0.261679541
1.99E-01,0.261819616
1.99E-01,0.261959691
1.99E-01,0.262099762
1.98E-01,0.262239836
1.98E-01,0.262379908
1.98E-01,0.262519982
1.98E-01,0.262660056
1.98E-01,0.262800131
1.98E-01,0.262940207
1.98E-01,0.263080281
1.98E-01,0.263220357
1.98E-01,0.26336043
1.98E-01,0.263500503
1.98E-01,0.263640577
1.98E-01,0.263780651
1.97E-01,0.263920722
1.97E-01,0.264060791
1.97E-01,0.264200862
1.97E-01,0.264340932
1.97E-01,0.264480999
1.97E-01,0.264621066
1.97E-01,0.264761134
1.97E-01,0.264901202
1.97E-01,0.265041271
1.97E-01,0.265181337
1.97E-01,0.265321402
1.96E-01,0.265461466
1.96E-01,0.265601531
1.96E-01,0.265741596
1.96E-01,0.265881658
1.96E-01,0.266021719
1.96E-01,0.26616178
1.96E-01,0.266301848
1.96E-01,0.266441917
1.96E-01,0.266581979
1.96E-01,0.266722042
1.95E-01,0.266862103
1.95E-01,0.267002165
1.95E-01,0.267142227
1.95E-01,0.267282287
1.95E-01,0.267422347
1.95E-01,0.26756241
1.95E-01,0.26770247
1.95E-01,0.267842528
1.95E-01,0.267982588
1.95E-01,0.26812265
1.94E-01,0.268262711
1.94E-01,0.26840277
1.94E-01,0.268542828
1.94E-01,0.268682887
1.94E-01,0.268822945
1.94E-01,0.268963001
1.94E-01,0.269103056
1.94E-01,0.269243114
1.93E-01,0.269383175
1.93E-01,0.269523236
1.93E-01,0.269663296
1.93E-01,0.269803357
1.93E-01,0.269943412
1.93E-01,0.270083468
1.93E-01,0.270223523
1.93E-01,0.27036358
1.93E-01,0.270503637
1.93E-01,0.270643695
1.92E-01,0.27078375
1.92E-01,0.2709238
1.92E-01,0.271063848
1.92E-01,0.271203898
1.92E-01,0.271343946
1.92E-01,0.271483994
1.92E-01,0.271624043
1.92E-01,0.271764091
1.92E-01,0.271904143
1.92E-01,0.272044195
1.91E-01,0.272184249
1.91E-01,0.272324301
1.91E-01,0.272464349
1.91E-01,0.272604393
1.91E-01,0.27274444
1.91E-01,0.272884489
1.91E-01,0.273024538
1.91E-01,0.273164585
1.90E-01,0.273304634
1.90E-01,0.273444684
1.90E-01,0.273584737
1.90E-01,0.273724789
1.90E-01,0.273864842
1.90E-01,0.274004894
1.90E-01,0.274144948
1.90E-01,0.274284999
1.90E-01,0.274425054
1.89E-01,0.274565103
1.89E-01,0.27470515
1.89E-01,0.274845199
1.89E-01,0.274985247
1.89E-01,0.275125299
1.89E-01,0.275265352
1.89E-01,0.275405405
1.89E-01,0.275545457
1.88E-01,0.275685504
1.88E-01,0.275825551
1.88E-01,0.275965595
1.88E-01,0.276105641
1.88E-01,0.276245683
1.88E-01,0.276385724
1.88E-01,0.276525764
1.88E-01,0.276665801
1.87E-01,0.276805839
1.87E-01,0.27694588
1.87E-01,0.277085921
1.87E-01,0.277225958
1.87E-01,0.277366
1.87E-01,0.277506042
1.87E-01,0.277646085
1.87E-01,0.277786127
1.86E-01,0.277926171
1.86E-01,0.278066216
1.86E-01,0.278206265
1.86E-01,0.278346315
1.86E-01,0.278486361
1.86E-01,0.278626407
1.86E-01,0.278766455
1.86E-01,0.278906504
1.86E-01,0.279046551
1.85E-01,0.279186598
1.85E-01,0.279326646
1.85E-01,0.279466695
1.85E-01,0.279606746
1.85E-01,0.279746799
1.85E-01,0.279886852
1.85E-01,0.280026908
1.85E-01,0.280166959
1.84E-01,0.280307014
1.84E-01,0.280447071
1.84E-01,0.280587124
1.84E-01,0.280727178
1.84E-01,0.280867226
1.84E-01,0.281007268
1.84E-01,0.28114731
1.84E-01,0.281287349
1.84E-01,0.281427387
1.83E-01,0.281567424
1.83E-01,0.281707462
1.83E-01,0.281847501
1.83E-01,0.281987537
1.83E-01,0.282127571
1.83E-01,0.282267606
1.83E-01,0.282407643
1.83E-01,0.282547684
1.82E-01,0.282687726
1.82E-01,0.282827769
1.82E-01,0.282967813
1.82E-01,0.283107857
1.82E-01,0.2832479
1.82E-01,0.283387938
1.82E-01,0.28352797
1.82E-01,0.283668003
1.82E-01,0.283808038
1.82E-01,0.283948072
1.81E-01,0.284088104
1.81E-01,0.284228134
1.81E-01,0.284368165
1.81E-01,0.284508195
1.81E-01,0.284648221
1.81E-01,0.284788246
1.81E-01,0.284928271
1.81E-01,0.285068295
1.80E-01,0.285208323
1.81E-01,0.285348354
1.80E-01,0.285488384
1.80E-01,0.285628413
1.80E-01,0.285768439
1.80E-01,0.285908464
1.80E-01,0.286048491
1.80E-01,0.286188515
1.80E-01,0.28632854
1.80E-01,0.286468568
1.80E-01,0.286608593
1.79E-01,0.286748618
1.79E-01,0.286888645
1.79E-01,0.287028669
1.79E-01,0.28716869
1.79E-01,0.287308711
1.79E-01,0.287448736
1.79E-01,0.28758876
1.79E-01,0.287728781
1.79E-01,0.287868803
1.78E-01,0.28800882
1.78E-01,0.288148838
1.78E-01,0.288288858
1.78E-01,0.288428875
1.78E-01,0.288568896
1.78E-01,0.288708915
1.78E-01,0.288848938
1.78E-01,0.288988961
1.78E-01,0.289128982
1.78E-01,0.289269003
1.78E-01,0.289409021
1.78E-01,0.28954904
1.77E-01,0.289689054
1.77E-01,0.289829075
1.77E-01,0.289969098
1.77E-01,0.290109122
1.77E-01,0.290249147
1.77E-01,0.290389172
1.77E-01,0.290529196
1.77E-01,0.290669224
1.77E-01,0.290809246
1.77E-01,0.290949269
1.76E-01,0.291089294
1.76E-01,0.291229324
1.76E-01,0.291369354
1.76E-01,0.291509382
1.76E-01,0.29164941
1.76E-01,0.291789438
1.76E-01,0.291929468
1.76E-01,0.292069499
1.76E-01,0.292209529
1.76E-01,0.292349556
1.75E-01,0.292489583
1.75E-01,0.292629607
1.75E-01,0.292769627
1.75E-01,0.292909649
1.75E-01,0.293049668
1.75E-01,0.293189684
1.75E-01,0.293329702
1.75E-01,0.293469717
1.75E-01,0.293609731
1.75E-01,0.293749748
1.75E-01,0.293889763
1.75E-01,0.294029779
1.74E-01,0.294169791
1.74E-01,0.294309803
1.74E-01,0.294449817
1.74E-01,0.294589837
1.74E-01,0.294729858
1.74E-01,0.294869878
1.74E-01,0.295009895
1.74E-01,0.295149913
1.74E-01,0.295289927
1.74E-01,0.295429941
1.74E-01,0.295569961
1.74E-01,0.295709982
1.74E-01,0.295850005
1.73E-01,0.295990025
1.73E-01,0.296130048
1.73E-01,0.296270069
1.73E-01,0.296410087
1.73E-01,0.296550104
1.73E-01,0.296690122
1.73E-01,0.296830137
1.73E-01,0.296970156
1.73E-01,0.297110174
1.73E-01,0.297250188
1.73E-01,0.297390203
1.72E-01,0.297530215
1.72E-01,0.297670228
1.72E-01,0.297810241
1.72E-01,0.297950256
1.72E-01,0.298090269
1.72E-01,0.298230282
1.72E-01,0.298370293
1.72E-01,0.298510304
1.72E-01,0.298650312
1.72E-01,0.29879032
1.72E-01,0.298930327
1.72E-01,0.299070337
1.72E-01,0.299210348
1.71E-01,0.299350359
1.71E-01,0.299490366
1.71E-01,0.299630374
1.71E-01,0.299770383
1.71E-01,0.299910394
1.71E-01,0.300050404
