Ewe/V,Capacity/mA.h
9.54E-02,0.848509316
9.56E-02,0.848367607
9.56E-02,0.848225897
9.54E-02,0.848084187
9.55E-02,0.847942474
9.55E-02,0.847800762
9.55E-02,0.847659047
9.54E-02,0.847517335
9.54E-02,0.847375624
9.54E-02,0.847233913
9.56E-02,0.8470922
9.56E-02,0.846950485
9.55E-02,0.846808771
9.55E-02,0.846667056
9.55E-02,0.846525338
9.56E-02,0.846383622
9.56E-02,0.846241903
9.55E-02,0.846100188
9.55E-02,0.84595847
9.55E-02,0.845816752
9.55E-02,0.845675035
9.54E-02,0.845533316
9.55E-02,0.845391598
9.56E-02,0.84524988
9.56E-02,0.845108162
9.55E-02,0.844966444
9.56E-02,0.844824726
9.57E-02,0.84468301
9.56E-02,0.844541293
9.55E-02,0.844399575
9.55E-02,0.844257863
9.56E-02,0.84411615
9.54E-02,0.843974438
9.56E-02,0.843832725
9.55E-02,0.843691011
9.56E-02,0.843549297
9.56E-02,0.843407584
9.55E-02,0.84326587
9.56E-02,0.843124156
9.55E-02,0.84298244
9.57E-02,0.842840723
9.56E-02,0.842699008
9.56E-02,0.842557287
9.55E-02,0.842415567
9.56E-02,0.842273849
9.56E-02,0.842132132
9.57E-02,0.841990414
9.55E-02,0.8418487
9.56E-02,0.841706985
9.57E-02,0.841565268
9.55E-02,0.841423547
9.56E-02,0.841281828
9.56E-02,0.841140116
9.56E-02,0.840998403
9.56E-02,0.840856691
9.56E-02,0.840714976
9.56E-02,0.840573253
9.56E-02,0.840431529
9.57E-02,0.840289809
9.56E-02,0.840148087
9.55E-02,0.840006368
9.56E-02,0.839864651
9.56E-02,0.839722934
9.57E-02,0.839581216
9.56E-02,0.8394395
9.56E-02,0.839297783
9.57E-02,0.839156065
9.57E-02,0.839014347
9.57E-02,0.838872629
9.56E-02,0.838730913
9.57E-02,0.838589196
9.56E-02,0.838447478
9.57E-02,0.838305764
9.57E-02,0.838164046
9.57E-02,0.838022326
9.57E-02,0.837880608
9.58E-02,0.837738889
9.57E-02,0.837597171
9.58E-02,0.837455453
9.57E-02,0.837313735
9.57E-02,0.837172015
9.57E-02,0.837030297
9.57E-02,0.836888574
9.57E-02,0.836746858
9.56E-02,0.836605141
9.58E-02,0.836463419
9.57E-02,0.836321698
9.56E-02,0.836179979
9.57E-02,0.836038261
9.56E-02,0.835896536
9.56E-02,0.835754816
9.57E-02,0.835613095
9.56E-02,0.835471374
9.57E-02,0.835329658
9.57E-02,0.83518794
9.57E-02,0.835046223
9.55E-02,0.834904503
9.57E-02,0.834762785
9.57E-02,0.834621066
9.57E-02,0.834479347
9.55E-02,0.834337629
9.57E-02,0.834195912
9.57E-02,0.834054195
9.57E-02,0.833912479
9.57E-02,0.833770765
9.57E-02,0.833629048
9.57E-02,0.833487333
9.57E-02,0.833345618
9.56E-02,0.833203901
9.58E-02,0.833062186
9.57E-02,0.832920468
9.57E-02,0.832778752
9.57E-02,0.832637035
9.57E-02,0.832495317
9.57E-02,0.832353597
9.57E-02,0.832211879
9.58E-02,0.832070162
9.58E-02,0.831928445
9.57E-02,0.831786729
9.59E-02,0.831645016
9.59E-02,0.831503303
9.57E-02,0.831361593
9.58E-02,0.831219877
9.59E-02,0.831078159
9.57E-02,0.830936443
9.58E-02,0.830794726
9.58E-02,0.830653011
9.59E-02,0.830511295
9.58E-02,0.830369579
9.59E-02,0.830227865
9.59E-02,0.830086154
9.59E-02,0.829944441
9.58E-02,0.829802724
9.57E-02,0.82966101
9.59E-02,0.829519295
9.58E-02,0.829377578
9.57E-02,0.829235862
9.57E-02,0.829094149
9.58E-02,0.82895244
9.59E-02,0.82881073
9.59E-02,0.82866902
9.59E-02,0.828527313
9.60E-02,0.828385609
9.58E-02,0.828243898
9.58E-02,0.828102189
9.58E-02,0.827960483
9.58E-02,0.827818774
9.58E-02,0.827677065
9.59E-02,0.827535356
9.59E-02,0.827393645
9.58E-02,0.827251934
9.59E-02,0.827110222
9.58E-02,0.826968508
9.58E-02,0.826826793
9.57E-02,0.826685075
9.58E-02,0.826543357
9.59E-02,0.826401642
9.58E-02,0.826259926
9.60E-02,0.826118212
9.59E-02,0.825976499
9.59E-02,0.825834783
9.60E-02,0.825693064
9.59E-02,0.825551345
9.60E-02,0.825409623
9.58E-02,0.825267904
9.59E-02,0.825126187
9.59E-02,0.824984477
9.59E-02,0.824842765
9.60E-02,0.824701053
9.60E-02,0.824559342
9.60E-02,0.824417631
9.59E-02,0.82427592
9.58E-02,0.824134209
9.59E-02,0.823992496
9.60E-02,0.823850783
9.59E-02,0.823709066
9.59E-02,0.823567349
9.59E-02,0.823425634
9.59E-02,0.82328392
9.61E-02,0.823142201
9.59E-02,0.823000484
9.59E-02,0.822858766
9.61E-02,0.822717048
9.59E-02,0.822575334
9.60E-02,0.822433624
9.58E-02,0.822291914
9.59E-02,0.822150202
9.60E-02,0.822008488
9.59E-02,0.821866769
9.61E-02,0.821725052
9.60E-02,0.821583337
9.60E-02,0.821441623
9.60E-02,0.82129991
9.60E-02,0.821158198
9.61E-02,0.821016491
9.59E-02,0.820874782
9.60E-02,0.820733071
9.60E-02,0.820591359
9.60E-02,0.820449647
9.59E-02,0.820307932
9.59E-02,0.820166221
9.61E-02,0.820024509
9.60E-02,0.819882795
9.60E-02,0.819741081
9.59E-02,0.819599367
9.60E-02,0.819457657
9.61E-02,0.819315948
9.60E-02,0.819174238
9.61E-02,0.819032529
9.61E-02,0.818890821
9.59E-02,0.818749111
9.61E-02,0.818607395
9.59E-02,0.818465679
9.59E-02,0.818323959
9.60E-02,0.818182239
9.61E-02,0.818040521
9.61E-02,0.817898803
9.60E-02,0.817757082
9.61E-02,0.817615362
9.60E-02,0.817473647
9.62E-02,0.81733193
9.60E-02,0.817190214
9.61E-02,0.817048498
9.60E-02,0.816906781
9.58E-02,0.816765068
9.61E-02,0.816623354
9.61E-02,0.816481636
9.61E-02,0.816339918
9.61E-02,0.816198203
9.60E-02,0.816056488
9.61E-02,0.81591477
9.61E-02,0.815773054
9.61E-02,0.81563134
9.62E-02,0.815489622
9.61E-02,0.815347905
9.61E-02,0.815206186
9.61E-02,0.815064468
9.62E-02,0.814922748
9.61E-02,0.814781034
9.61E-02,0.81463932
9.60E-02,0.814497603
9.61E-02,0.814355885
9.62E-02,0.814214164
9.62E-02,0.814072446
9.60E-02,0.813930729
9.61E-02,0.813789012
9.62E-02,0.813647293
9.60E-02,0.813505574
9.61E-02,0.813363854
9.62E-02,0.813222135
9.62E-02,0.813080413
9.62E-02,0.812938693
9.60E-02,0.812796975
9.62E-02,0.812655262
9.62E-02,0.812513546
9.61E-02,0.812371827
9.62E-02,0.812230109
9.62E-02,0.81208839
9.62E-02,0.811946672
9.63E-02,0.811804953
9.62E-02,0.811663231
9.62E-02,0.811521509
9.61E-02,0.811379788
9.62E-02,0.811238067
9.61E-02,0.811096343
9.62E-02,0.810954623
9.63E-02,0.810812899
9.61E-02,0.810671177
9.62E-02,0.810529458
9.62E-02,0.810387741
9.62E-02,0.810246023
9.60E-02,0.810104306
9.61E-02,0.809962587
9.62E-02,0.809820869
9.62E-02,0.809679155
9.62E-02,0.809537435
9.62E-02,0.809395719
9.62E-02,0.809253999
9.62E-02,0.809112281
9.62E-02,0.808970565
9.62E-02,0.808828851
9.63E-02,0.808687133
9.62E-02,0.808545415
9.61E-02,0.808403696
9.62E-02,0.80826198
9.62E-02,0.808120264
9.63E-02,0.807978545
9.63E-02,0.807836824
9.62E-02,0.807695102
9.62E-02,0.807553378
9.63E-02,0.807411657
9.63E-02,0.807269938
9.62E-02,0.80712822
9.64E-02,0.806986501
9.64E-02,0.806844781
9.63E-02,0.806703062
9.63E-02,0.806561344
9.64E-02,0.80641963
9.63E-02,0.806277913
9.62E-02,0.806136194
9.63E-02,0.805994475
9.63E-02,0.805852761
9.64E-02,0.805711045
9.62E-02,0.805569324
9.64E-02,0.805427603
9.63E-02,0.805285883
9.63E-02,0.805144162
9.64E-02,0.805002443
9.63E-02,0.804860731
9.63E-02,0.804719015
9.64E-02,0.804577297
9.62E-02,0.804435579
9.63E-02,0.804293861
9.64E-02,0.804152144
9.63E-02,0.804010425
9.63E-02,0.803868709
9.64E-02,0.803726991
9.64E-02,0.803585273
9.64E-02,0.803443556
9.63E-02,0.803301837
9.63E-02,0.803160122
9.64E-02,0.803018408
9.63E-02,0.802876687
9.63E-02,0.802734967
9.63E-02,0.802593244
9.64E-02,0.802451522
9.63E-02,0.802309803
9.65E-02,0.802168086
9.65E-02,0.802026365
9.63E-02,0.801884645
9.64E-02,0.801742928
9.64E-02,0.80160121
9.64E-02,0.801459493
9.64E-02,0.801317776
9.66E-02,0.80117606
9.64E-02,0.801034342
9.65E-02,0.800892626
9.65E-02,0.800750911
9.65E-02,0.800609197
9.64E-02,0.800467484
9.65E-02,0.800325767
9.63E-02,0.800184052
9.64E-02,0.800042335
9.64E-02,0.79990062
9.65E-02,0.799758902
9.64E-02,0.799617185
9.64E-02,0.799475468
9.64E-02,0.799333753
9.65E-02,0.799192036
9.65E-02,0.799050315
9.64E-02,0.7989086
9.65E-02,0.798766886
9.65E-02,0.798625173
9.66E-02,0.798483456
9.65E-02,0.798341738
9.67E-02,0.798200022
9.65E-02,0.798058307
9.64E-02,0.79791659
9.64E-02,0.797774866
9.66E-02,0.797633146
9.66E-02,0.797491425
9.65E-02,0.797349705
9.66E-02,0.797207984
9.66E-02,0.797066265
9.64E-02,0.796924546
9.67E-02,0.796782826
9.66E-02,0.796641106
9.65E-02,0.796499387
9.67E-02,0.796357669
9.66E-02,0.796215951
9.65E-02,0.796074231
9.66E-02,0.795932512
9.66E-02,0.795790792
9.66E-02,0.795649073
9.65E-02,0.795507355
9.66E-02,0.795365638
9.65E-02,0.795223915
9.66E-02,0.79508219
9.67E-02,0.794940468
9.65E-02,0.794798749
9.66E-02,0.794657027
9.66E-02,0.794515304
9.66E-02,0.794373576
9.66E-02,0.79423185
9.66E-02,0.794090122
9.66E-02,0.793948396
9.66E-02,0.793806675
9.66E-02,0.793664955
9.68E-02,0.793523233
9.66E-02,0.793381507
9.66E-02,0.793239787
9.66E-02,0.793098065
9.67E-02,0.792956343
9.67E-02,0.792814622
9.67E-02,0.792672899
9.69E-02,0.792531174
9.65E-02,0.79238945
9.68E-02,0.792247729
9.67E-02,0.792106003
9.66E-02,0.791964277
9.67E-02,0.791822547
9.67E-02,0.791680819
9.66E-02,0.791539093
9.67E-02,0.791397368
9.66E-02,0.791255645
9.66E-02,0.791113926
9.66E-02,0.790972208
9.67E-02,0.790830489
9.67E-02,0.79068877
9.67E-02,0.790547051
9.67E-02,0.790405333
9.67E-02,0.790263616
9.68E-02,0.790121903
9.68E-02,0.789980188
9.67E-02,0.78983847
9.67E-02,0.789696753
9.67E-02,0.789555034
9.67E-02,0.789413317
9.67E-02,0.7892716
9.68E-02,0.789129884
9.68E-02,0.788988163
9.68E-02,0.788846445
9.68E-02,0.788704728
9.67E-02,0.788563012
9.68E-02,0.788421294
9.68E-02,0.788279574
9.68E-02,0.788137854
9.68E-02,0.787996136
9.67E-02,0.787854425
9.68E-02,0.787712709
9.67E-02,0.78757099
9.68E-02,0.787429272
9.67E-02,0.787287554
9.69E-02,0.787145836
9.68E-02,0.787004117
9.68E-02,0.786862398
9.68E-02,0.786720681
9.68E-02,0.786578961
9.69E-02,0.786437242
9.68E-02,0.786295519
9.69E-02,0.786153798
9.69E-02,0.78601208
9.69E-02,0.785870362
9.68E-02,0.785728647
9.69E-02,0.785586935
9.70E-02,0.785445222
9.68E-02,0.785303508
9.68E-02,0.785161793
9.69E-02,0.785020079
9.69E-02,0.784878365
9.70E-02,0.784736645
9.69E-02,0.784594922
9.68E-02,0.784453203
9.69E-02,0.784311477
9.69E-02,0.784169752
9.70E-02,0.784028031
9.69E-02,0.783886309
9.70E-02,0.783744585
9.70E-02,0.783602861
9.68E-02,0.78346114
9.70E-02,0.78331942
9.69E-02,0.783177697
9.70E-02,0.783035976
9.70E-02,0.782894252
9.69E-02,0.78275253
9.70E-02,0.782610803
9.71E-02,0.782469078
9.70E-02,0.782327354
9.70E-02,0.782185631
9.70E-02,0.782043907
9.69E-02,0.781902184
9.70E-02,0.781760462
9.71E-02,0.781618737
9.70E-02,0.781477016
9.70E-02,0.781335292
9.69E-02,0.781193572
9.70E-02,0.781051853
9.71E-02,0.780910135
9.71E-02,0.780768417
9.71E-02,0.780626695
9.70E-02,0.780484975
9.70E-02,0.780343253
9.70E-02,0.780201533
9.71E-02,0.780059811
9.70E-02,0.779918091
9.71E-02,0.779776368
9.71E-02,0.779634645
9.71E-02,0.779492922
9.71E-02,0.779351201
9.70E-02,0.779209478
9.70E-02,0.779067758
9.70E-02,0.778926041
9.71E-02,0.778784325
9.71E-02,0.778642606
9.72E-02,0.778500885
9.71E-02,0.778359163
9.71E-02,0.77821744
9.71E-02,0.778075713
9.73E-02,0.777933988
9.71E-02,0.777792262
9.71E-02,0.77765054
9.71E-02,0.777508816
9.72E-02,0.777367096
9.73E-02,0.777225378
9.71E-02,0.777083653
9.71E-02,0.776941933
9.72E-02,0.776800214
9.72E-02,0.776658498
9.72E-02,0.776516779
9.72E-02,0.776375055
9.70E-02,0.776233332
9.73E-02,0.776091608
9.73E-02,0.775949879
9.71E-02,0.775808151
9.72E-02,0.775666422
9.71E-02,0.775524697
9.71E-02,0.775382971
9.73E-02,0.775241245
9.73E-02,0.775099524
9.73E-02,0.774957802
9.73E-02,0.77481608
9.72E-02,0.774674361
9.73E-02,0.774532642
9.72E-02,0.774390918
9.71E-02,0.774249191
9.73E-02,0.774107465
9.74E-02,0.773965742
9.73E-02,0.773824016
9.73E-02,0.773682287
9.74E-02,0.773540561
9.72E-02,0.773398837
9.73E-02,0.773257117
9.74E-02,0.7731154
9.74E-02,0.772973685
9.73E-02,0.772831967
9.72E-02,0.77269025
9.73E-02,0.772548538
9.72E-02,0.772406819
9.72E-02,0.772265097
9.74E-02,0.772123376
9.73E-02,0.771981657
9.74E-02,0.771839939
9.73E-02,0.771698222
9.74E-02,0.771556503
9.74E-02,0.771414784
9.75E-02,0.771273062
9.74E-02,0.771131339
9.74E-02,0.770989618
9.75E-02,0.770847897
9.74E-02,0.77070618
9.75E-02,0.77056446
9.75E-02,0.770422742
9.75E-02,0.770281023
9.75E-02,0.770139305
9.76E-02,0.769997586
9.75E-02,0.769855864
9.74E-02,0.769714143
9.74E-02,0.769572422
9.74E-02,0.769430704
9.75E-02,0.76928898
9.74E-02,0.769147259
9.74E-02,0.76900554
9.75E-02,0.768863819
9.75E-02,0.768722099
9.76E-02,0.76858038
9.74E-02,0.768438662
9.75E-02,0.768296941
9.75E-02,0.768155221
9.75E-02,0.7680135
9.76E-02,0.767871778
9.75E-02,0.767730054
9.75E-02,0.767588335
9.75E-02,0.767446617
9.76E-02,0.767304896
9.76E-02,0.767163175
9.76E-02,0.767021453
9.77E-02,0.766879733
9.76E-02,0.766738014
9.76E-02,0.766596295
9.75E-02,0.766454573
9.76E-02,0.76631285
9.75E-02,0.766171128
9.76E-02,0.766029406
9.77E-02,0.765887684
9.78E-02,0.765745965
9.77E-02,0.765604248
9.77E-02,0.76546253
9.77E-02,0.765320814
9.76E-02,0.765179096
9.77E-02,0.765037381
9.78E-02,0.764895665
9.76E-02,0.764753945
9.77E-02,0.764612226
9.78E-02,0.764470507
9.77E-02,0.764328789
9.78E-02,0.764187072
9.76E-02,0.764045356
9.77E-02,0.763903638
9.77E-02,0.763761926
9.78E-02,0.763620212
9.78E-02,0.763478497
9.79E-02,0.76333678
9.79E-02,0.763195065
9.79E-02,0.763053349
9.78E-02,0.762911632
9.79E-02,0.762769914
9.77E-02,0.762628196
9.79E-02,0.762486479
9.79E-02,0.762344758
9.78E-02,0.762203038
9.79E-02,0.76206132
9.79E-02,0.761919601
9.80E-02,0.761777883
9.79E-02,0.761636162
9.78E-02,0.761494442
9.79E-02,0.761352723
9.79E-02,0.761211003
9.80E-02,0.761069283
9.80E-02,0.760927566
9.79E-02,0.760785845
9.79E-02,0.760644125
9.80E-02,0.760502406
9.79E-02,0.760360686
9.81E-02,0.760218966
9.81E-02,0.760077246
9.79E-02,0.759935529
9.81E-02,0.759793808
9.79E-02,0.759652088
9.81E-02,0.759510367
9.82E-02,0.75936865
9.80E-02,0.759226931
9.81E-02,0.75908521
9.80E-02,0.758943489
9.81E-02,0.758801769
9.82E-02,0.758660047
9.81E-02,0.758518326
9.82E-02,0.758376603
9.80E-02,0.758234881
9.81E-02,0.758093158
9.81E-02,0.757951435
9.82E-02,0.757809711
9.82E-02,0.757667989
9.81E-02,0.757526268
9.82E-02,0.75738455
9.82E-02,0.757242833
9.82E-02,0.757101115
9.83E-02,0.756959395
9.83E-02,0.756817675
9.83E-02,0.756675959
9.83E-02,0.75653424
9.82E-02,0.75639252
9.81E-02,0.7562508
9.84E-02,0.75610908
9.83E-02,0.755967363
9.83E-02,0.755825643
9.83E-02,0.755683922
9.84E-02,0.755542202
9.85E-02,0.75540048
9.83E-02,0.755258764
9.84E-02,0.755117048
9.84E-02,0.75497533
9.83E-02,0.754833613
9.83E-02,0.754691897
9.85E-02,0.754550178
9.84E-02,0.754408458
9.85E-02,0.754266735
9.84E-02,0.754125013
9.85E-02,0.753983293
9.86E-02,0.753841575
9.85E-02,0.753699861
9.85E-02,0.753558146
9.85E-02,0.753416427
9.87E-02,0.75327471
9.85E-02,0.753132993
9.86E-02,0.752991274
9.86E-02,0.752849553
9.87E-02,0.752707833
9.87E-02,0.752566115
9.86E-02,0.752424395
9.86E-02,0.752282675
9.87E-02,0.752140952
9.86E-02,0.751999231
9.86E-02,0.751857511
9.87E-02,0.751715791
9.87E-02,0.751574067
9.87E-02,0.751432344
9.87E-02,0.751290621
9.88E-02,0.751148901
9.87E-02,0.751007184
9.87E-02,0.750865461
9.88E-02,0.750723736
9.87E-02,0.750582012
9.87E-02,0.750440288
9.89E-02,0.750298565
9.88E-02,0.750156845
9.88E-02,0.750015127
9.89E-02,0.749873407
9.88E-02,0.749731687
9.90E-02,0.749589963
9.90E-02,0.749448238
9.90E-02,0.749306512
9.90E-02,0.749164787
9.90E-02,0.749023067
9.90E-02,0.748881348
9.90E-02,0.748739629
9.90E-02,0.748597911
9.90E-02,0.748456193
9.90E-02,0.748314471
9.90E-02,0.748172749
9.91E-02,0.748031027
9.90E-02,0.747889305
9.91E-02,0.747747579
9.92E-02,0.74760585
9.91E-02,0.747464124
9.92E-02,0.747322399
9.92E-02,0.747180672
9.93E-02,0.747038946
9.93E-02,0.74689722
9.92E-02,0.746755492
9.94E-02,0.746613766
9.92E-02,0.746472041
9.93E-02,0.746330318
9.93E-02,0.746188595
9.93E-02,0.746046873
9.92E-02,0.745905148
9.94E-02,0.745763424
9.95E-02,0.745621702
9.94E-02,0.74547998
9.94E-02,0.745338259
9.95E-02,0.745196539
9.95E-02,0.745054817
9.95E-02,0.744913094
9.95E-02,0.744771373
9.96E-02,0.744629653
9.96E-02,0.744487934
9.96E-02,0.744346212
9.96E-02,0.744204486
9.97E-02,0.744062765
9.97E-02,0.743921041
9.96E-02,0.743779315
9.98E-02,0.743637591
9.97E-02,0.743495865
9.98E-02,0.743354141
9.99E-02,0.743212421
9.98E-02,0.743070694
9.99E-02,0.742928971
9.99E-02,0.742787251
1.00E-01,0.74264553
9.99E-02,0.742503813
1.00E-01,0.742362091
1.00E-01,0.742220372
1.00E-01,0.742078653
1.00E-01,0.74193693
1.00E-01,0.741795209
1.00E-01,0.741653488
1.00E-01,0.741511765
1.00E-01,0.741370042
1.00E-01,0.741228316
1.00E-01,0.741086596
1.00E-01,0.740944875
1.00E-01,0.740803155
1.00E-01,0.740661437
1.00E-01,0.740519717
1.00E-01,0.740377998
1.00E-01,0.740236278
1.00E-01,0.740094562
1.00E-01,0.739952846
1.00E-01,0.739811129
1.00E-01,0.739669413
1.01E-01,0.739527696
1.00E-01,0.73938598
1.01E-01,0.739244263
1.01E-01,0.739102541
1.01E-01,0.73896082
1.01E-01,0.738819101
1.01E-01,0.738677386
1.01E-01,0.73853567
1.01E-01,0.738393949
1.01E-01,0.738252232
1.01E-01,0.738110517
1.01E-01,0.7379688
1.01E-01,0.737827081
1.01E-01,0.737685362
1.01E-01,0.737543644
1.01E-01,0.737401928
1.01E-01,0.737260208
1.01E-01,0.737118488
1.01E-01,0.736976769
1.01E-01,0.736835049
1.01E-01,0.73669333
1.01E-01,0.736551614
1.01E-01,0.736409899
1.02E-01,0.736268181
1.01E-01,0.736126465
1.01E-01,0.735984746
1.01E-01,0.735843027
1.02E-01,0.735701307
1.02E-01,0.73555959
1.02E-01,0.735417872
1.02E-01,0.735276152
1.02E-01,0.735134434
1.02E-01,0.734992717
1.02E-01,0.734851001
1.02E-01,0.734709287
1.02E-01,0.734567577
1.02E-01,0.734425861
1.02E-01,0.734284147
1.02E-01,0.734142431
1.02E-01,0.734000718
1.02E-01,0.733859007
1.02E-01,0.733717291
1.02E-01,0.733575576
1.02E-01,0.73343386
1.02E-01,0.733292146
1.03E-01,0.733150429
1.03E-01,0.733008712
1.03E-01,0.732866995
1.03E-01,0.732725278
1.03E-01,0.732583558
1.03E-01,0.732441842
1.03E-01,0.732300124
1.03E-01,0.732158407
1.03E-01,0.732016687
1.03E-01,0.73187496
1.03E-01,0.731733237
1.03E-01,0.731591512
1.03E-01,0.731449787
1.03E-01,0.731308066
1.04E-01,0.731166341
1.04E-01,0.731024618
1.04E-01,0.730882897
1.04E-01,0.730741174
1.04E-01,0.730599449
1.04E-01,0.730457724
1.04E-01,0.730316002
1.04E-01,0.730174281
1.04E-01,0.730032561
1.04E-01,0.729890843
1.04E-01,0.729749126
1.04E-01,0.729607407
1.05E-01,0.729465689
1.05E-01,0.72932397
1.05E-01,0.729182249
1.05E-01,0.729040531
1.05E-01,0.728898813
1.05E-01,0.728757096
1.05E-01,0.728615377
1.05E-01,0.728473654
1.05E-01,0.728331931
1.05E-01,0.728190214
1.06E-01,0.728048494
1.06E-01,0.727906773
1.06E-01,0.727765051
1.06E-01,0.72762333
1.06E-01,0.727481612
1.06E-01,0.727339896
1.06E-01,0.72719818
1.06E-01,0.727056466
1.06E-01,0.72691475
1.07E-01,0.72677303
1.07E-01,0.726631305
1.07E-01,0.726489584
1.07E-01,0.726347864
1.07E-01,0.726206144
1.07E-01,0.726064427
1.07E-01,0.725922712
1.08E-01,0.725780996
1.08E-01,0.725639279
1.08E-01,0.725497562
1.08E-01,0.725355844
1.08E-01,0.725214124
1.08E-01,0.72507241
1.08E-01,0.724930694
1.09E-01,0.724788977
1.09E-01,0.72464726
1.09E-01,0.724505544
1.09E-01,0.724363828
1.09E-01,0.724222108
1.09E-01,0.724080384
1.09E-01,0.723938664
1.09E-01,0.723796945
1.10E-01,0.723655222
1.10E-01,0.723513501
1.10E-01,0.723371783
1.10E-01,0.723230063
1.10E-01,0.723088344
1.10E-01,0.722946626
1.11E-01,0.722804911
1.11E-01,0.722663196
1.11E-01,0.722521485
1.11E-01,0.722379772
1.11E-01,0.722238057
1.11E-01,0.72209634
1.12E-01,0.721954623
1.12E-01,0.721812907
1.12E-01,0.721671187
1.12E-01,0.721529469
1.12E-01,0.721387754
1.12E-01,0.72124604
1.13E-01,0.721104322
1.13E-01,0.720962599
1.13E-01,0.720820878
1.13E-01,0.72067916
1.13E-01,0.720537441
1.13E-01,0.720395724
1.14E-01,0.720254004
1.14E-01,0.720112286
1.14E-01,0.719970572
1.14E-01,0.719828854
1.14E-01,0.719687135
1.15E-01,0.719545415
1.15E-01,0.719403697
1.15E-01,0.719261975
1.15E-01,0.719120249
1.15E-01,0.71897853
1.16E-01,0.718836812
1.16E-01,0.718695093
1.16E-01,0.718553372
1.16E-01,0.718411652
1.16E-01,0.71826993
1.16E-01,0.718128207
1.17E-01,0.717986485
1.17E-01,0.717844769
1.17E-01,0.717703049
1.17E-01,0.717561329
1.17E-01,0.71741961
1.17E-01,0.717277886
1.18E-01,0.717136161
1.18E-01,0.71699444
1.18E-01,0.716852723
1.18E-01,0.716711005
1.18E-01,0.716569283
1.19E-01,0.716427559
1.19E-01,0.716285841
1.19E-01,0.716144124
1.19E-01,0.716002408
1.19E-01,0.71586069
1.19E-01,0.715718969
1.19E-01,0.715577247
1.20E-01,0.715435526
1.20E-01,0.715293805
1.20E-01,0.715152086
1.20E-01,0.715010366
1.20E-01,0.714868646
1.21E-01,0.714726924
1.21E-01,0.714585204
1.21E-01,0.714443483
1.21E-01,0.714301762
1.21E-01,0.714160041
1.21E-01,0.714018321
1.21E-01,0.713876603
1.22E-01,0.713734883
1.22E-01,0.713593167
1.22E-01,0.713451452
1.22E-01,0.713309737
1.22E-01,0.713168018
1.22E-01,0.713026299
1.23E-01,0.712884579
1.23E-01,0.71274286
1.23E-01,0.712601139
1.23E-01,0.712459422
1.23E-01,0.712317706
1.23E-01,0.712175991
1.23E-01,0.712034274
1.23E-01,0.711892555
1.24E-01,0.711750838
1.24E-01,0.711609116
1.24E-01,0.711467393
1.24E-01,0.71132567
1.24E-01,0.711183952
1.24E-01,0.711042234
1.24E-01,0.710900513
1.24E-01,0.710758791
1.24E-01,0.71061707
1.25E-01,0.710475349
1.25E-01,0.710333629
1.25E-01,0.710191913
1.25E-01,0.710050195
1.25E-01,0.709908477
1.25E-01,0.709766758
1.25E-01,0.709625036
1.25E-01,0.709483316
1.26E-01,0.709341597
1.26E-01,0.709199877
1.26E-01,0.709058157
1.26E-01,0.708916437
1.26E-01,0.708774718
1.26E-01,0.708632994
1.26E-01,0.708491271
1.26E-01,0.708349548
1.26E-01,0.708207821
1.27E-01,0.708066097
1.26E-01,0.707924376
1.27E-01,0.707782655
1.27E-01,0.707640937
1.27E-01,0.707499222
1.27E-01,0.707357504
1.27E-01,0.707215783
1.27E-01,0.707074062
1.27E-01,0.706932341
1.27E-01,0.706790619
1.27E-01,0.706648898
1.27E-01,0.706507172
1.27E-01,0.706365448
1.28E-01,0.706223725
1.28E-01,0.706081998
1.28E-01,0.705940275
1.28E-01,0.705798553
1.28E-01,0.705656831
1.28E-01,0.705515107
1.28E-01,0.705373385
1.28E-01,0.705231661
1.28E-01,0.705089941
1.28E-01,0.704948219
1.28E-01,0.704806495
1.28E-01,0.704664774
1.28E-01,0.704523055
1.28E-01,0.704381333
1.28E-01,0.704239611
1.28E-01,0.704097896
1.29E-01,0.703956178
1.29E-01,0.703814461
1.29E-01,0.703672745
1.29E-01,0.703531028
1.29E-01,0.703389312
1.29E-01,0.703247599
1.29E-01,0.703105883
1.29E-01,0.702964166
1.29E-01,0.702822448
1.29E-01,0.702680731
1.29E-01,0.702539016
1.29E-01,0.702397294
1.29E-01,0.702255573
1.30E-01,0.702113857
1.30E-01,0.701972143
1.29E-01,0.701830425
1.30E-01,0.701688704
1.30E-01,0.701546984
1.30E-01,0.701405259
1.30E-01,0.701263536
1.30E-01,0.701121814
1.30E-01,0.700980094
1.30E-01,0.700838374
1.30E-01,0.700696655
1.30E-01,0.700554939
1.30E-01,0.700413221
1.30E-01,0.700271505
1.30E-01,0.700129787
1.30E-01,0.699988071
1.30E-01,0.699846352
1.30E-01,0.699704634
1.30E-01,0.699562915
1.30E-01,0.699421201
1.30E-01,0.699279486
1.30E-01,0.699137773
1.30E-01,0.698996059
1.31E-01,0.698854343
1.31E-01,0.698712628
1.31E-01,0.698570911
1.31E-01,0.698429193
1.31E-01,0.698287476
1.31E-01,0.69814576
1.31E-01,0.698004043
1.31E-01,0.697862328
1.31E-01,0.697720614
1.31E-01,0.697578897
1.31E-01,0.69743718
1.31E-01,0.697295467
1.31E-01,0.697153754
1.31E-01,0.69701204
1.31E-01,0.696870325
1.31E-01,0.69672861
1.31E-01,0.696586896
1.31E-01,0.696445183
1.31E-01,0.696303469
